OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
f2_seq6789,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. THG-DN7.10
f2_seq6790,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured planctomycete,
f2_seq6791,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
f2_seq6792,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,uncultured bacterium
f2_seq6793,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp.
f2_seq6794,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
f2_seq6795,Unclassified,,,,,,
f2_seq6796,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,actinobacterium H531
f2_seq6797,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured Rubrobacteria bacterium,
f2_seq6798,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured Planctomycetia bacterium,
f2_seq6799,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured Candidatus Saccharibacteria bacterium,,
f2_seq6800,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. Bca39
f2_seq6801,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia,Stackebrandtia nassauensis
f2_seq6802,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,metagenome
f2_seq6803,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis minnesotensis
f2_seq6804,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. ARS011-10
f2_seq6805,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Catellatospora,Catellatospora tagetis
f2_seq6806,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq6807,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,uncultured bacterium
f2_seq6808,Bacteria,Verrucomicrobiota,Verrucomicrobiae,UA11,uncultured bacterium,,
f2_seq6809,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,uncultured bacterium,,
f2_seq6810,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces scopuliridis RB72
f2_seq6811,Unclassified,,,,,,
f2_seq6812,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6813,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura flavalba DSM 45200
f2_seq6814,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq6815,ML_predicted_Phylum: Planctomycetota,,,,,,
f2_seq6816,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured soil bacterium,
f2_seq6817,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6818,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq6819,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Xanthomonadaceae bacterium H3
f2_seq6820,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,BIyi10,uncultured bacterium
f2_seq6821,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured Bacteroidetes bacterium
f2_seq6822,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6823,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Alloactinosynnema,Alloactinosynnema sp. L-07
f2_seq6824,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,,,
f2_seq6825,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,uncultured bacterium
f2_seq6826,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp.
f2_seq6827,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,uncultured Bacteroidetes bacterium
f2_seq6828,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,uncultured bacterium,
f2_seq6829,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured Bacteroidetes bacterium
f2_seq6830,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,metagenome
f2_seq6831,Unclassified,,,,,,
f2_seq6832,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured bacterium
f2_seq6833,Unclassified,,,,,,
f2_seq6834,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,uncultured bacterium,
f2_seq6835,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,metagenome
f2_seq6836,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. 10277
f2_seq6837,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured bacterium
f2_seq6838,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,uncultured bacterium
f2_seq6839,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp. 109.5
f2_seq6840,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus
f2_seq6841,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces ramosus
f2_seq6842,Unclassified,,,,,,
f2_seq6843,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
f2_seq6844,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
f2_seq6845,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq6846,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured bacterium
f2_seq6847,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured bacterium
f2_seq6848,ML_predicted_Phylum: Actinobacteriota,,,,,,
f2_seq6849,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,metagenome
f2_seq6850,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,uncultured Alphaproteobacteria bacterium
f2_seq6851,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,uncultured bacterium
f2_seq6852,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
f2_seq6853,Unclassified,,,,,,
f2_seq6854,Unclassified,,,,,,
f2_seq6855,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured Verrucomicrobia bacterium
f2_seq6856,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f2_seq6857,Bacteria,RCP2-54,uncultured bacterium,,,,
f2_seq6858,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq6859,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
f2_seq6860,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,uncultured bacterium,,
f2_seq6861,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6862,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora coerulea
f2_seq6863,Unclassified,,,,,,
f2_seq6864,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
f2_seq6865,ML_predicted_Phylum: Chloroflexi,,,,,,
f2_seq6866,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,uncultured Niastella sp.
f2_seq6867,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. R-20816
f2_seq6868,ML_predicted_Phylum: Verrucomicrobiota,,,,,,
f2_seq6869,Unclassified,,,,,,
f2_seq6870,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured Acidobacteria bacterium
f2_seq6871,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,uncultured bacterium
f2_seq6872,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured Verrucomicrobia bacterium
f2_seq6873,Unclassified,,,,,,
f2_seq6874,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured bacterium
f2_seq6875,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6876,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,
f2_seq6877,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uncultured bacterium
f2_seq6878,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
f2_seq6879,Bacteria,Actinobacteriota,MB-A2-108,uncultured bacterium,,,
f2_seq6880,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured bacterium,
f2_seq6881,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
f2_seq6882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,uncultured,uncultured bacterium
f2_seq6883,Bacteria,RCP2-54,uncultured bacterium,,,,
f2_seq6884,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq6885,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
f2_seq6886,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
f2_seq6887,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured Alphaproteobacteria bacterium,,
f2_seq6888,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,,,
f2_seq6889,ML_predicted_Phylum: Verrucomicrobiota,,,,,,
f2_seq6890,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured bacterium
f2_seq6891,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes ianthinogenes
f2_seq6892,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured Acidobacteriales bacterium,
f2_seq6893,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f2_seq6894,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
f2_seq6895,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
f2_seq6896,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured soil bacterium
f2_seq6897,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
f2_seq6898,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
f2_seq6899,ML_predicted_Phylum: Proteobacteria,,,,,,
f2_seq6900,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured Bacteroidetes bacterium
f2_seq6901,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium,uncultured bacterium
f2_seq6902,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. A6(2012)
f2_seq6903,Bacteria,Planctomycetota,vadinHA49,metagenome,,,
f2_seq6904,Bacteria,Chloroflexi,Dehalococcoidia,S085,uncultured bacterium,,
f2_seq6905,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
f2_seq6906,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq6907,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,metagenome
f2_seq6908,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Acidobacteria bacterium WY67
f2_seq6909,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq6910,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured bacterium
f2_seq6911,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
f2_seq6912,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq6913,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,uncultured,uncultured bacterium,
f2_seq6914,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,uncultured,uncultured bacterium
f2_seq6915,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter rigui
f2_seq6916,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,uncultured bacterium
f2_seq6917,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6918,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq6919,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,Steroidobacter agariperforans
f2_seq6920,Bacteria,Actinobacteriota,MB-A2-108,uncultured bacterium,,,
f2_seq6921,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
f2_seq6922,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium
f2_seq6923,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp.
f2_seq6924,Bacteria,Chloroflexi,KD4-96,uncultured soil bacterium,,,
f2_seq6925,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,uncultured Actinobacteridae bacterium
f2_seq6926,Bacteria,Actinobacteriota,MB-A2-108,uncultured actinobacterium,,,
f2_seq6927,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp.
f2_seq6928,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
f2_seq6929,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq6930,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,metagenome
f2_seq6931,Bacteria,NB1-j,uncultured bacterium,,,,
f2_seq6932,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
f2_seq6933,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
f2_seq6934,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,uncultured bacterium,,
f2_seq6935,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq6936,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6937,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,uncultured bacterium
f2_seq6938,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured soil bacterium
f2_seq6939,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
f2_seq6940,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq6941,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
f2_seq6942,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,uncultured soil bacterium
f2_seq6943,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,uncultured bacterium
f2_seq6944,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
f2_seq6945,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq6946,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq6947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured bacterium
f2_seq6948,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured Acidobacteria bacterium,
f2_seq6949,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,uncultured bacterium,,
f2_seq6950,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq6951,Bacteria,Actinobacteriota,MB-A2-108,uncultured bacterium,,,
f2_seq6952,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,uncultured bacterium,,
f2_seq6953,ML_predicted_Phylum: Verrucomicrobiota,,,,,,
f2_seq6954,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured Pseudonocardia sp.
f2_seq6955,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,uncultured eukaryote,,
f2_seq6956,ML_predicted_Phylum: Actinobacteriota,,,,,,
f2_seq6957,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea sp.
f2_seq6958,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
f2_seq6959,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq6960,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
f2_seq6961,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,uncultured bacterium,,
f2_seq6962,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,uncultured bacterium
f2_seq6963,ML_predicted_Phylum: Myxococcota,,,,,,
f2_seq6964,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,metagenome
f2_seq6965,Unclassified,,,,,,
f2_seq6966,Bacteria,Chloroflexi,Dehalococcoidia,S085,uncultured bacterium,,
f2_seq6967,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
f2_seq6968,Unclassified,,,,,,
f2_seq6969,Unclassified,,,,,,
f2_seq6970,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
f2_seq6971,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FMS_60mD7
f2_seq6972,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
f2_seq6973,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,uncultured bacterium
f2_seq6974,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,metagenome
f2_seq6975,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,metagenome
f2_seq6976,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Bacteroidetes bacterium
f2_seq6977,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
f2_seq6978,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
f2_seq6979,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured bacterium
f2_seq6980,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,uncultured bacterium
f2_seq6981,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq6982,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq6983,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f2_seq6984,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
f2_seq6985,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured Bacillus sp.
f2_seq6986,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,metagenome
f2_seq6987,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,uncultured Aciditerrimonas sp.,,
f2_seq6988,Bacteria,WPS-2,uncultured bacterium,,,,
f2_seq6989,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,metagenome
f2_seq6990,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq6991,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured Verrucomicrobia bacterium
f2_seq6992,ML_predicted_Phylum: Myxococcota,,,,,,
f2_seq6993,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
f2_seq6994,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
f2_seq6995,Unclassified,,,,,,
f2_seq6996,Bacteria,Acidobacteriota,AT-s3-28,uncultured Acidobacteriaceae bacterium,,,
f2_seq6997,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,uncultured bacterium
f2_seq6998,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured planctomycete
f2_seq6999,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,Afipia genosp. 12
f2_seq7000,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f2_seq7001,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq7002,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,uncultured bacterium
